UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,BOOK,2019,9,1,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2019,9,3,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Physical,Horizon,BOOK,2019,9,10,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Digital,OverDrive,AUDIOBOOK,2019,9,9,Another Country (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Digital,OverDrive,EBOOK,2019,9,15,The Fire Next Time,,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Random House, Inc.",2013
Physical,Horizon,BOOK,2019,9,18,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Digital,OverDrive,EBOOK,2019,9,6,Another Country,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2019,9,3,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Physical,Horizon,SOUNDDISC,2019,9,4,Notes of a native son / by James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Audiobooks","Blackstone Audio, Inc.,",[2015]
Physical,Horizon,BOOK,2019,9,1,No name in the street / James Baldwin.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Vintage Books,",[2000]
Digital,OverDrive,AUDIOBOOK,2019,9,3,Tell Me How Long the Train's Been Gone: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Physical,Horizon,SOUNDDISC,2019,9,1,Another country / by James Baldwin.,,"Baldwin, James, 1924-1987","Racism Fiction, African Americans Fiction, Suicide victims Fiction, New York N Y Fiction, Thrillers Fiction, Psychological fiction, Audiobooks","BBC Audiobooks America,",℗2009.
Digital,OverDrive,AUDIOBOOK,2019,9,8,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,EBOOK,2019,9,2,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Physical,Horizon,BOOK,2019,9,2,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Digital,OverDrive,EBOOK,2019,9,1,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2019,9,18,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,9,3,Nobody Knows My Name: More Notes of a Native Son (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2019,9,22,If Beale Street Could Talk,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,9,12,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Digital,OverDrive,AUDIOBOOK,2019,9,4,The Devil Finds Work: An Essay (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Physical,Horizon,BOOK,2019,9,1,"Little man, little man : a story of childhood / James Baldwin with illustrations by Yoran Cazac ; edited by Nicholas Boggs and Jennifer DeVere Brody ; foreword by Tejan Karefa-Smart ; afterword by Aisha Karefa-Smart.",,"Baldwin, James, 1924-1987,","City and town life New York State New York Juvenile fiction, African American boys Juvenile fiction, African American children Juvenile fiction, Friendship Juvenile fiction, Neighborhoods Juvenile fiction, Coming of age Fiction, Harlem New York N Y Juvenile fiction","Duke University Press,",2018.
Digital,OverDrive,EBOOK,2019,9,9,Giovanni's Room,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2019,9,15,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,EBOOK,2019,9,4,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,9,3,Going to Meet the Man (Unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Digital,OverDrive,EBOOK,2019,9,3,Notes of a Native Son,,James Baldwin,"African American Nonfiction, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2014
Physical,Horizon,BOOK,2019,10,1,Early novels and stories : Go tell it on the mountain ; Giovanni's room ; Another country ; Going to meet the man / James Baldwin ; [Toni Morrison selected the contents for this volume].,,"Baldwin, James, 1924-1987","African American authors, American fiction African American authors, African Americans Social conditions Fiction, Short stories","Library of America,",1998.
Physical,Horizon,BOOK,2019,10,3,Notes of a native son / James Baldwin ; with a new introduction by Edward P. Jones.,,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations","Beacon Press,",[2012]
Physical,Horizon,SOUNDDISC,2019,10,1,Notes of a native son / by James Baldwin.,,"Baldwin, James, 1924-1987,","Baldwin James 1924 1987, African Americans Civil rights, African Americans Social conditions To 1964, United States Race relations, Audiobooks","Blackstone Audio, Inc.,",[2015]
Digital,OverDrive,EBOOK,2019,10,8,Notes of a Native Son,,James Baldwin,"African American Nonfiction, Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2014
Physical,Horizon,BOOK,2019,10,5,Another country / James Baldwin.,,"Baldwin, James, 1924-1987","Racism United States Fiction, Suicide Fiction, African Americans Social conditions Fiction, New York N Y Fiction","Vintage Books,",1993.
Physical,Horizon,BOOK,2019,10,8,Go tell it on the mountain / James Baldwin.,,"Baldwin, James, 1924-1987","African American men Fiction, Racism United States Fiction, African American families Harlem New York N Y Fiction, African Americans Religion Fiction, Harlem New York N Y Drama","Vintage International,",2013.
Physical,Horizon,SOUNDDISC,2019,10,2,Another country / by James Baldwin.,,"Baldwin, James, 1924-1987","Racism Fiction, African Americans Fiction, Suicide victims Fiction, New York N Y Fiction, Thrillers Fiction, Psychological fiction, Audiobooks","BBC Audiobooks America,",℗2009.
Physical,Horizon,SOUNDDISC,2019,10,1,Giovanni's room / by James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Fiction, Sexual orientation Fiction, Bisexuals Fiction, Paris France Fiction, Psychological fiction, Audiobooks","AudioGO,",[2013]
Digital,OverDrive,AUDIOBOOK,2019,10,6,The Devil Finds Work: An Essay (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2019,10,4,Just above My Head (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2019
Digital,OverDrive,EBOOK,2019,10,8,Giovanni's Room,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,10,2,Nobody Knows My Name,,James Baldwin,"Biography & Autobiography, Literary Criticism, Multi-Cultural, Nonfiction","Random House, Inc.",2017
Digital,OverDrive,AUDIOBOOK,2019,10,16,The Fire Next Time (Unabridged),,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Blackstone Audio, Inc.",2008
Physical,Horizon,BOOK,2019,10,7,Giovanni's room / James Baldwin.,,"Baldwin, James, 1924-1987","Americans France Paris Fiction, Men Sexual behavior Fiction, Homosexuality France Paris Fiction","Vintage International,",2013.
Physical,Horizon,BOOK,2019,10,2,I am not your negro : a major motion picture directed by Raoul Peck / from texts by James Baldwin ; compiled and edited by Raoul Peck.,,"Baldwin, James, 1924-1987,","United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century","Vintage Books,",2017.
Physical,Horizon,BOOK,2019,10,1,The evidence of things not seen / James Baldwin ; foreword by Derrick Bell with Janet Dewart Bell.,,"Baldwin, James, 1924-1987","Williams Wayne Bertram, Serial murders Georgia Atlanta Case studies, Racism Georgia Atlanta, Atlanta Ga Race relations","H. Holt,",1995.
Physical,Horizon,BOOK,2019,10,18,If Beale Street could talk : a novel / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,",2006.
Digital,OverDrive,AUDIOBOOK,2019,10,6,Go Tell It On the Mountain (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,10,1,Tell Me How Long the Train's Been Gone: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2017
Physical,Horizon,SOUNDDISC,2019,10,2,Go tell it on the mountain / by James Baldwin.,,"Baldwin, James, 1924-1987","African Americans Religion Fiction, African American men Fiction, African American families Fiction, Racism United States Fiction, Harlem New York N Y Fiction, Bildungsromans, Audiobooks","AudioGO,",℗2013.
Digital,OverDrive,AUDIOBOOK,2019,10,42,If Beale Street Could Talk: A Novel (unabridged) (Unabridged),,James Baldwin,"Classic Literature, Fiction, Literature","Blackstone Audio, Inc.",2018
Physical,Horizon,BOOK,2019,10,15,The fire next time / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, Black Muslims, United States Race relations","Vintage International Vintage Books,",1993.
Physical,Horizon,BOOK,2019,10,1,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
Digital,OverDrive,AUDIOBOOK,2019,10,6,Another Country (Unabridged),,James Baldwin,"Fiction, Literature","Blackstone Audio, Inc.",2010
Digital,OverDrive,EBOOK,2019,10,19,The Fire Next Time,,James Baldwin,"African American Nonfiction, Nonfiction, Sociology","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,10,5,Another Country,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,10,16,Giovanni's Room (Unabridged),,James Baldwin,"Classic Literature, Fiction","Blackstone Audio, Inc.",2013
Digital,OverDrive,EBOOK,2019,10,3,James Baldwin: The Last Interview and Other Conversations,,James Baldwin,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2016
Digital,OverDrive,AUDIOBOOK,2019,10,2,Fifty Famous Stories Retold (Unabridged),,James Baldwin,"Fiction, Historical Fiction, Short Stories",CoolBeat Audiobooks,2013
Physical,Horizon,BOOK,2019,10,1,One day when I was lost : a scenario based on Alex Haley's The autobiography of Malcolm X / James Baldwin.,,"Baldwin, James, 1924-1987",X Malcolm 1925 1965 Drama,"Vintage International,",2007.
Digital,OverDrive,AUDIOBOOK,2019,10,6,Nobody Knows My Name: More Notes of a Native Son (unabridged) (Unabridged),,James Baldwin,"Biography & Autobiography, Multi-Cultural, Nonfiction, Sociology","Blackstone Audio, Inc.",2017
Digital,OverDrive,EBOOK,2019,10,2,Fifty Famous Stories Retold,,James Baldwin,"History, Juvenile Nonfiction","Simon & Schuster, Inc.",2013
Physical,Horizon,BOOK,2019,10,2,"Collected essays / James Baldwin ; Toni Morrison, editor.",,"Baldwin, James, 1924-1987","Baldwin James 1924 1987, Baldwin James 1924 1987 Knowledge Performances, American literature African American authors, African American authors, Motion picture plays History and criticism, African Americans in motion pictures, Black Muslims, African Americans Civil rights, African Americans Social conditions To 1964, African Americans Social conditions 1964 1975, United States Race relations History 20th century","Library of America,",1998.
Digital,OverDrive,EBOOK,2019,10,11,Go Tell It on the Mountain,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Physical,Horizon,BOOK,2019,10,1,Nobody knows my name : more notes of a native son / James Baldwin.,,"Baldwin, James, 1924-1987","African Americans, United States Race relations","Vintage Books,",1993.
Digital,OverDrive,EBOOK,2019,10,2,Going to Meet the Man: Stories,,James Baldwin,"African American Fiction, Fiction, Literature, Short Stories","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,10,18,If Beale Street Could Talk,,James Baldwin,"Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,AUDIOBOOK,2019,10,2,Going to Meet the Man (Unabridged),,James Baldwin,"Fiction, Short Stories","Blackstone Audio, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2019,10,10,Notes of a Native Son (Unabridged),,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Blackstone Audio, Inc.",2015
Digital,OverDrive,EBOOK,2019,10,1,Tell Me How Long the Train's Been Gone,,James Baldwin,"African American Fiction, Fiction, Literature","Random House, Inc.",2013
Digital,OverDrive,EBOOK,2019,10,2,The Cross of Redemption: Uncollected Writings,,James Baldwin,"Literary Criticism, Nonfiction, Sociology","Random House, Inc.",2010
Physical,Horizon,BOOK,2019,11,1,Just above my head / James Baldwin.,,"Baldwin, James, 1924-1987","Gay men Fiction, African American families Fiction, Gospel musicians Fiction, Harlem New York N Y Fiction","Delta Trade Paperbacks,",2000.
